name,file,line,type,comment
set_computecpp_toolkit_path,../tensorflow/configure.py,1117,function,Set COMPUTECPP_TOOLKIT_PATH.
set_trisycl_include_dir,../tensorflow/configure.py,1149,function,Set TRISYCL_INCLUDE_DIR.
set_system_libs_flag,../tensorflow/configure.py,1216,function,
is_reduced_optimize_huge_functions_available,../tensorflow/configure.py,1233,function,Check to see if the system supports /d2ReducedOptimizeHugeFunctions.
set_windows_build_flags,../tensorflow/configure.py,1262,function,Set Windows specific build options.
config_info_line,../tensorflow/configure.py,1283,function,Helper function to print formatted help text for Bazel config options.
configure_ios,../tensorflow/configure.py,1288,function,Configures TensorFlow for iOS builds.
validate_cuda_config,../tensorflow/configure.py,1305,function,"Run find_cuda_config.py and return cuda_toolkit_path, or None."
ConfigError,../tensorflow/third_party/gpus/check_cuda_libs.py,38,class,
check_cuda_lib,../tensorflow/third_party/gpus/check_cuda_libs.py,46,function,Tests if a library exists on disk and whether its soname matches the filename.
ConfigError,../tensorflow/third_party/gpus/find_cuda_config.py,72,class,
find_cuda_config,../tensorflow/third_party/gpus/find_cuda_config.py,567,function,Returns a dictionary of CUDA library and header file paths.
Log,../tensorflow/third_party/toolchains/preconfig/ubuntu16.04/gcc7_manylinux2010-nvcc-cuda10.0/windows/msvc_wrapper_for_nvcc.py,41,function,
GetOptionValue,../tensorflow/third_party/toolchains/preconfig/ubuntu16.04/gcc7_manylinux2010-nvcc-cuda10.0/windows/msvc_wrapper_for_nvcc.py,45,function,Extract the list of values for option from options.
GetNvccOptions,../tensorflow/third_party/toolchains/preconfig/ubuntu16.04/gcc7_manylinux2010-nvcc-cuda10.0/windows/msvc_wrapper_for_nvcc.py,74,function,Collect the -nvcc_options values from argv.
InvokeNvcc,../tensorflow/third_party/toolchains/preconfig/ubuntu16.04/gcc7_manylinux2010-nvcc-cuda10.0/windows/msvc_wrapper_for_nvcc.py,96,function,Call nvcc with arguments assembled from argv.
process_file,../tensorflow/tensorflow/tools/compatibility/tf_upgrade_v2_main.py,42,function,Process a file of type `.py` or `.ipynb`.
add_contrib_direct_import_support,../tensorflow/tensorflow/tools/compatibility/all_renames_v2.py,560,function,Add support for `tf.contrib.*` alias `contrib_*.` Updates dict in place.
TFAPIChangeSpec,../tensorflow/tensorflow/tools/compatibility/tf_upgrade.py,29,class,List of maps that describe what changed in the API.
ModuleDeprecationSpec,../tensorflow/tensorflow/tools/compatibility/ast_edits_test.py,57,class,A specification which deprecates 'a.b'.
update_renames,../tensorflow/tensorflow/tools/compatibility/ast_edits_test.py,78,method,
RenameKeywordSpec,../tensorflow/tensorflow/tools/compatibility/ast_edits_test.py,65,class,A specification where kw2 gets renamed to kw3.
update_reorders,../tensorflow/tensorflow/tools/compatibility/ast_edits_test.py,95,method,
ReorderKeywordSpec,../tensorflow/tensorflow/tools/compatibility/ast_edits_test.py,82,class,A specification where kw2 gets moved in front of kw1.
ReorderAndRenameKeywordSpec,../tensorflow/tensorflow/tools/compatibility/ast_edits_test.py,100,class,A specification where kw2 gets moved in front of kw1 and is changed to kw3.
RemoveDeprecatedAliasKeyword,../tensorflow/tensorflow/tools/compatibility/ast_edits_test.py,116,class,A specification where kw1_alias is removed in g.
RemoveDeprecatedAliasAndReorderRest,../tensorflow/tensorflow/tools/compatibility/ast_edits_test.py,132,class,A specification where kw1_alias is removed in g.
RemoveMultipleKeywordArguments,../tensorflow/tensorflow/tools/compatibility/ast_edits_test.py,149,class,A specification where both keyword aliases are removed from h.
RenameImports,../tensorflow/tensorflow/tools/compatibility/ast_edits_test.py,166,class,Specification for renaming imports.
TFAPIChangeSpec,../tensorflow/tensorflow/tools/compatibility/tf_upgrade_v2_safety.py,26,class,List of maps that describe what changed in the API.
get_symbol_for_name,../tensorflow/tensorflow/tools/compatibility/tf_upgrade_v2_test.py,42,function,
get_args,../tensorflow/tensorflow/tools/compatibility/tf_upgrade_v2_test.py,51,function,
get_func_and_args_from_str,../tensorflow/tensorflow/tools/compatibility/tf_upgrade_v2_test.py,60,function,Parse call string to get function and argument names.
setUpClass,../tensorflow/tensorflow/tools/compatibility/tf_upgrade_v2_test.py,90,function,
verify_compat_v1_rename_correctness,../tensorflow/tensorflow/tools/compatibility/tf_upgrade_v2_test.py,448,method,
full_name_node,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,49,function,Make an Attribute or Name node for name.
get_arg_value,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,72,function,Get the value of an argument from a ast.Call node.
uses_star_args_in_call,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,111,function,Check if an ast.Call node uses arbitrary-length positional *args.
uses_star_kwargs_in_call,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,135,function,Check if an ast.Call node uses arbitrary-length **kwargs.
uses_star_args_or_kwargs_in_call,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,159,function,Check if an ast.Call node uses arbitrary-length *args or **kwargs.
excluded_from_module_rename,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,175,function,Check if this module import should not be renamed.
preprocess,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,215,method,"Preprocess a parse tree. Return a preprocessed node, logs and errors."
clear_preprocessing,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,219,method,Restore this APIChangeSpec to before it preprocessed a file.
APIChangeSpec,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,192,class,This class defines the transformations that need to happen.
NoUpdateSpec,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,227,class,A specification of an API change which doesn't change anything.
visit,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,255,method,
errors,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,261,method,
warnings,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,265,method,
warnings_and_errors,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,269,method,
info,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,273,method,
log,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,277,method,
add_log,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,280,method,
add_logs,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,284,method,Record a log and print it.
visit_Call,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,526,method,Handle visiting a call node in the AST.
visit_Attribute,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,586,method,"Handle bare Attributes i.e. [tf.foo, tf.bar]."
visit_Import,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,615,method,Handle visiting an import node in the AST.
visit_ImportFrom,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,714,method,Handle visiting an import-from node in the AST.
AnalysisResult,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,787,class,This class represents an analysis result and how it should be logged.
APIAnalysisSpec,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,799,class,This class defines how `AnalysisResult`s should be generated.
results,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,828,method,
add_result,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,831,method,
visit_Attribute,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,834,method,"Handle bare Attributes i.e. [tf.foo, tf.bar]."
visit_Import,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,847,method,Handle visiting an import node in the AST.
visit_ImportFrom,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,866,method,Handle visiting an import-from node in the AST.
PastaAnalyzeVisitor,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,815,class,AST Visitor that looks for specific API usage without editing anything.
process_file,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,902,method,Process the given python file for incompatible changes.
format_log,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,930,method,
update_string_pasta,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,937,method,Updates a file using pasta.
process_opened_file,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,968,method,Process the given python file for incompatible changes.
process_tree,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,993,method,Processes upgrades on an entire tree of python files in place.
process_tree_inplace,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,1087,method,Process a directory of python files in place.
ASTCodeUpgrader,../tensorflow/tensorflow/tools/compatibility/ast_edits.py,893,class,Handles upgrading a set of Python files using a given API change spec.
UnaliasedTFImport,../tensorflow/tensorflow/tools/compatibility/tf_upgrade_v2.py,39,class,
VersionedTFImport,../tensorflow/tensorflow/tools/compatibility/tf_upgrade_v2.py,48,class,
TFAPIImportAnalysisSpec,../tensorflow/tensorflow/tools/compatibility/tf_upgrade_v2.py,61,class,
visit_Import,../tensorflow/tensorflow/tools/compatibility/tf_upgrade_v2.py,78,method,Handle visiting an import node in the AST.
CompatV1ImportReplacer,../tensorflow/tensorflow/tools/compatibility/tf_upgrade_v2.py,72,class,AST Visitor that replaces `import tensorflow.compat.v1 as tf`.
preprocess,../tensorflow/tensorflow/tools/compatibility/tf_upgrade_v2.py,1644,method,
clear_preprocessing,../tensorflow/tensorflow/tools/compatibility/tf_upgrade_v2.py,1674,method,
TFAPIChangeSpec,../tensorflow/tensorflow/tools/compatibility/tf_upgrade_v2.py,92,class,List of maps that describe what changed in the API.
is_python,../tensorflow/tensorflow/tools/compatibility/ipynb.py,33,function,Checks if the cell consists of Python code.
process_file,../tensorflow/tensorflow/tools/compatibility/ipynb.py,41,function,The function where we inject the support for ipynb upgrade.
skip_magic,../tensorflow/tensorflow/tools/compatibility/ipynb.py,71,function,"Checks if the cell has magic, that is not Python-based."
check_line_split,../tensorflow/tensorflow/tools/compatibility/ipynb.py,92,function,Checks if a line was split with `\`.
setUpClass,../tensorflow/tensorflow/tools/compatibility/testdata/test_file_v1_12.py,32,function,
setUp,../tensorflow/tensorflow/tools/compatibility/testdata/test_file_v1_12.py,35,method,
collect_function_arg_names,../tensorflow/tensorflow/tools/compatibility/update/generate_v2_reorders_map.py,69,function,Determines argument names for reordered function signatures.
get_reorder_line,../tensorflow/tensorflow/tools/compatibility/update/generate_v2_reorders_map.py,111,function,
update_reorders_v2,../tensorflow/tensorflow/tools/compatibility/update/generate_v2_reorders_map.py,115,function,Writes a Python dictionary mapping function name to argument order.
get_canonical_name,../tensorflow/tensorflow/tools/compatibility/update/generate_v2_renames_map.py,72,function,
get_all_v2_names,../tensorflow/tensorflow/tools/compatibility/update/generate_v2_renames_map.py,78,function,Get a set of function/class names available in TensorFlow 2.0.
collect_constant_renames,../tensorflow/tensorflow/tools/compatibility/update/generate_v2_renames_map.py,97,function,Looks for constants that need to be renamed in TF 2.0.
collect_function_renames,../tensorflow/tensorflow/tools/compatibility/update/generate_v2_renames_map.py,128,function,Looks for functions/classes that need to be renamed in TF 2.0.
get_rename_line,../tensorflow/tensorflow/tools/compatibility/update/generate_v2_renames_map.py,162,function,
update_renames_v2,../tensorflow/tensorflow/tools/compatibility/update/generate_v2_renames_map.py,166,function,Writes a Python dictionary mapping deprecated to canonical API names.
check_existence,../tensorflow/tensorflow/tools/ci_build/update_version.py,46,function,Check the existence of file or dir.
check_all_files,../tensorflow/tensorflow/tools/ci_build/update_version.py,53,function,Check all relevant files necessary for upgrade.
replace_string_in_line,../tensorflow/tensorflow/tools/ci_build/update_version.py,59,function,Replace with sed when regex is required.
set_identifier_string,../tensorflow/tensorflow/tools/ci_build/update_version.py,96,method,
pep_440_str,../tensorflow/tensorflow/tools/ci_build/update_version.py,101,method,
parse_from_string,../tensorflow/tensorflow/tools/ci_build/update_version.py,115,function,Returns version object from Semver string.
Version,../tensorflow/tensorflow/tools/ci_build/update_version.py,67,class,Version class object that stores SemVer version information.
get_current_semver_version,../tensorflow/tensorflow/tools/ci_build/update_version.py,146,function,Returns a Version object of current version.
update_version_h,../tensorflow/tensorflow/tools/ci_build/update_version.py,183,function,Update tensorflow/core/public/version.h.
update_setup_dot_py,../tensorflow/tensorflow/tools/ci_build/update_version.py,200,function,Update setup.py.
update_readme,../tensorflow/tensorflow/tools/ci_build/update_version.py,206,function,Update README.
update_tensorflow_bzl,../tensorflow/tensorflow/tools/ci_build/update_version.py,214,function,Update tensorflow.bzl.
major_minor_change,../tensorflow/tensorflow/tools/ci_build/update_version.py,224,function,Check if a major or minor change occurred.
check_for_lingering_string,../tensorflow/tensorflow/tools/ci_build/update_version.py,233,function,Check for given lingering strings.
check_for_old_version,../tensorflow/tensorflow/tools/ci_build/update_version.py,255,function,Check for old version references.
check_existence,../tensorflow/tensorflow/tools/ci_build/copy_binary.py,40,function,Check the existence of file or dir.
copy_binary,../tensorflow/tensorflow/tools/ci_build/copy_binary.py,46,function,Rename and copy binaries for different python versions.
set_host_gcc_version,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,50,method,
get_bazel_gcc_flags,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,73,method,
use_old_arch_names,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,79,method,
IntelPlatform,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,34,class,
get_bazel_gcc_flags,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,94,method,
NehalemPlatform,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,89,class,
get_bazel_gcc_flags,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,110,method,
SandyBridgePlatform,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,105,class,
get_bazel_gcc_flags,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,126,method,
HaswellPlatform,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,121,class,
get_bazel_gcc_flags,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,145,method,
SkylakePlatform,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,140,class,
get_bazel_gcc_flags,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,168,method,
CascadelakePlatform,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,163,class,
get_gcc_version,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,201,method,
parse_args,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,232,method,"Set up argument parser, and parse CLI args."
validate_args,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,287,method,
set_build_args,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,307,method,Generate Bazel build flags.
write_build_args,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,325,method,
go,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,333,method,
BuildEnvSetter,../tensorflow/tensorflow/tools/ci_build/linux/mkl/set-build-env.py,183,class,Prepares the proper environment settings for various Intel platforms.
check_file,../tensorflow/tensorflow/tools/test/check_futures_test.py,57,function,
gather_machine_configuration,../tensorflow/tensorflow/tools/test/system_info_lib.py,44,function,Gather Machine Configuration.  This is the top level fn of this library.
gather_hostname,../tensorflow/tensorflow/tools/test/system_info_lib.py,66,function,
gather_memory_info,../tensorflow/tensorflow/tools/test/system_info_lib.py,70,function,Gather memory info.
gather_cpu_info,../tensorflow/tensorflow/tools/test/system_info_lib.py,79,function,Gather CPU Information.  Assumes all CPUs are the same.
gather_available_device_info,../tensorflow/tensorflow/tools/test/system_info_lib.py,126,function,Gather list of devices available to TensorFlow.
gather_platform_info,../tensorflow/tensorflow/tools/test/system_info_lib.py,146,function,Gather platform info.
is_real_file,../tensorflow/tensorflow/tools/test/upload_test_benchmarks.py,94,function,
get_mtime,../tensorflow/tensorflow/tools/test/upload_test_benchmarks.py,99,function,
list_files_by_mtime,../tensorflow/tensorflow/tools/test/upload_test_benchmarks.py,104,function,"Return a list of files in the directory, sorted in increasing ""mtime""."
lock,../tensorflow/tensorflow/tools/test/upload_test_benchmarks.py,125,function,
unlock,../tensorflow/tensorflow/tools/test/upload_test_benchmarks.py,129,function,
trylock,../tensorflow/tensorflow/tools/test/upload_test_benchmarks.py,133,function,
upload_benchmark_data,../tensorflow/tensorflow/tools/test/upload_test_benchmarks.py,141,function,Parse benchmark data and use the client to upload it to the datastore.
upload_benchmark_files,../tensorflow/tensorflow/tools/test/upload_test_benchmarks.py,190,function,"Find benchmark files, process them, and upload their data to the datastore."
parse_cmd_line,../tensorflow/tensorflow/tools/test/upload_test_benchmarks.py,221,function,Parse command line options.
gather_build_configuration,../tensorflow/tensorflow/tools/test/run_and_gather_logs.py,58,function,
CUDADeviceProperties,../tensorflow/tensorflow/tools/test/gpu_info_lib.py,51,class,
gather_gpu_devices,../tensorflow/tensorflow/tools/test/gpu_info_lib.py,167,function,Gather gpu device info.
MissingLogsError,../tensorflow/tensorflow/tools/test/run_and_gather_logs_lib.py,37,class,
get_git_commit_sha,../tensorflow/tensorflow/tools/test/run_and_gather_logs_lib.py,41,function,Get git commit SHA for this build.
process_benchmarks,../tensorflow/tensorflow/tools/test/run_and_gather_logs_lib.py,92,function,
run_and_gather_logs,../tensorflow/tensorflow/tools/test/run_and_gather_logs_lib.py,101,function,Run the bazel test given by test_name.  Gather and return the logs.
check_output_despite_error,../tensorflow/tensorflow/tools/pip_package/check_load_py_test.py,28,function,"Get output of args from command line, even if there are errors."
has_ext_modules,../tensorflow/tensorflow/tools/pip_package/setup.py,134,method,
BinaryDistribution,../tensorflow/tensorflow/tools/pip_package/setup.py,132,class,
finalize_options,../tensorflow/tensorflow/tools/pip_package/setup.py,141,method,
InstallCommand,../tensorflow/tensorflow/tools/pip_package/setup.py,138,class,Override the dir where the headers go.
initialize_options,../tensorflow/tensorflow/tools/pip_package/setup.py,165,method,
finalize_options,../tensorflow/tensorflow/tools/pip_package/setup.py,170,method,
mkdir_and_copy_file,../tensorflow/tensorflow/tools/pip_package/setup.py,174,method,
run,../tensorflow/tensorflow/tools/pip_package/setup.py,200,method,
get_inputs,../tensorflow/tensorflow/tools/pip_package/setup.py,210,method,
get_outputs,../tensorflow/tensorflow/tools/pip_package/setup.py,213,method,
InstallHeaders,../tensorflow/tensorflow/tools/pip_package/setup.py,149,class,Override how headers are copied.
find_files,../tensorflow/tensorflow/tools/pip_package/setup.py,217,function,Return all the files matching pattern below root dir.
GetBuild,../tensorflow/tensorflow/tools/pip_package/pip_smoke_test.py,44,function,Get the list of BUILD file all targets recursively startind at dir_base.
run_shell_cmd,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,135,function,Executes shell commands and returns output.
get_platform,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,153,function,Retrieves platform information.
get_cpu_type,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,179,function,Retrieves CPU (type) information.
get_cpu_arch,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,195,function,Retrieves processor architecture type (32-bit or 64-bit).
get_distrib,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,210,function,Retrieves distribution name of the operating system.
get_distrib_version,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,225,function,Retrieves distribution version of the operating system.
get_gpu_type,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,242,function,Retrieves GPU type.
get_gpu_count,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,280,function,Retrieves total number of GPU's available in the system.
get_cuda_version_all,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,294,function,Retrieves all additional CUDA versions available (other than default).
get_cuda_version_default,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,327,function,Retrieves default CUDA version.
get_cuda_compute_capability,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,368,function,Retrieves CUDA compute capability based on the detected GPU type.
get_cudnn_version,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,402,function,Retrieves the version of cuDNN library detected.
get_gcc_version,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,426,function,Retrieves version of GCC detected.
get_glibc_version,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,441,function,Retrieves version of GLIBC detected.
get_libstdcpp_version,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,456,function,Retrieves version of libstdc++ detected.
get_cpu_isa_version,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,472,function,Retrieves all Instruction Set Architecture(ISA) available.
get_python_version,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,500,function,Retrieves default Python version.
get_all_configs,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,512,function,Runs all functions for detecting user machine configurations.
print_all_configs,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,581,function,Prints the status and info on all configurations in a table format.
save_to_file,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,624,function,Saves all detected configuration(s) into a JSON file.
manage_all_configs,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/config_detector.py,641,function,Manages configuration detection and retrieval based on user input.
retrieve_from_web,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/data/cuda_compute_capability.py,55,function,Retrieves list of all CUDA compute capability from NVIDIA webpage.
retrieve_from_golden,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/data/cuda_compute_capability.py,91,function,Retrieves list of all CUDA compute capability from a golden file.
create_gpu_capa_map,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/data/cuda_compute_capability.py,118,function,Generates a map between GPU types and corresponding compute capability.
write_csv_from_dict,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/data/cuda_compute_capability.py,172,function,Writes out a `.csv` file from an input dictionary.
check_with_golden,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/data/cuda_compute_capability.py,195,function,Checks the newly created CUDA compute capability file with the golden.
print_dict,../tensorflow/tensorflow/tools/tensorflow_builder/config_detector/data/cuda_compute_capability.py,227,function,Prints dictionary with formatting (2 column table).
get_status,../tensorflow/tensorflow/tools/tensorflow_builder/compat_checker/compat_checker.py,167,method,Get status of `_Reqs` initialization.
parse_single_req,../tensorflow/tensorflow/tools/tensorflow_builder/compat_checker/compat_checker.py,207,method,Parses a requirement and stores information.
get_all_reqs,../tensorflow/tensorflow/tools/tensorflow_builder/compat_checker/compat_checker.py,352,method,Parses all compatibility specifications listed in the `.ini` config file.
filter_dependency,../tensorflow/tensorflow/tools/tensorflow_builder/compat_checker/compat_checker.py,535,method,Filters dependency compatibility rules defined in the `.ini` config file.
convert_to_list,../tensorflow/tensorflow/tools/tensorflow_builder/compat_checker/compat_checker.py,565,method,Converts a string into a list with a separator.
filter_line,../tensorflow/tensorflow/tools/tensorflow_builder/compat_checker/compat_checker.py,600,method,Removes `[` or `]` from the input line.
in_range,../tensorflow/tensorflow/tools/tensorflow_builder/compat_checker/compat_checker.py,653,method,Checks if a version satisfies a version and/or compatibility requirement.
check_compatibility,../tensorflow/tensorflow/tools/tensorflow_builder/compat_checker/compat_checker.py,780,method,Checks version and dependency compatibility for a given configuration.
ConfigCompatChecker,../tensorflow/tensorflow/tools/tensorflow_builder/compat_checker/compat_checker.py,119,class,Class that checks configuration versions and dependency compatibilities.
setUp,../tensorflow/tensorflow/tools/tensorflow_builder/compat_checker/compat_checker_test.py,72,method,Set up test.
md_files_in_dir,../tensorflow/tensorflow/tools/docs/py_guide_parser.py,29,function,"Returns a list of filename (full_path, base) pairs for guide files."
process,../tensorflow/tensorflow/tools/docs/py_guide_parser.py,49,method,Read and process the file at `full_path`.
replace_line,../tensorflow/tensorflow/tools/docs/py_guide_parser.py,89,method,Replace the contents of line numbered `line_number` with `line`.
process_title,../tensorflow/tensorflow/tools/docs/py_guide_parser.py,93,method,
process_section,../tensorflow/tensorflow/tools/docs/py_guide_parser.py,96,method,
process_in_blockquote,../tensorflow/tensorflow/tools/docs/py_guide_parser.py,99,method,
process_line,../tensorflow/tensorflow/tools/docs/py_guide_parser.py,102,method,
PyGuideParser,../tensorflow/tensorflow/tools/docs/py_guide_parser.py,38,class,Simple parsing of a guide .md file.
